
    0  0  0.5550   10   15.98  0.109  2.519    0.90  0.56  0.95  1.35  0.95  0.79  2.39  1.24  1.13  1.03  1.05  0.88  1.62  0.49  0.91  0.84  1.47  1.67  1.05  1.54      0.63  0.00  0.00  0.00  0.72  0.00  0.66  1.32  0.00  0.93  0.00  0.00  0.88  0.00  0.79  0.00  0.00  1.59  0.68  0.86     0 0 0 0 1 0 0 0 1 0 0 1 1 0 0 0 1 1 0 0      0.25  0.03  0.00  0.01  0.00  0.00  0.02  0.00  0.00  0.00  0.02  0.00  0.00  0.19  0.00  0.26  0.01  0.19  0.00  0.02
    1  1  0.6482    8   10.12  0.102  2.559    3.74  1.85  0.63  0.45  0.53  1.71  1.24  0.85  0.72  0.49  0.55  0.61  5.21  1.89  0.63  1.07  1.65  1.28  0.89  1.12      3.34  1.22  0.00  0.00  0.00  1.03  0.00  0.86  0.00  0.00  0.00  0.00  2.89  1.63  0.00  0.00  0.75  0.80  0.00  0.69     0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 1 1 0 0 0      0.11  0.20  0.00  0.10  0.00  0.00  0.01  0.00  0.00  0.00  0.00  0.19  0.03  0.00  0.00  0.00  0.04  0.31  0.00  0.00
    2  1  0.6830   12   20.40  0.074  3.092    2.20  0.86  4.05  1.88  0.31  0.53  2.27  1.74  0.12  0.38  1.43  1.90  0.79  0.33  3.98  1.32  0.43  0.61  2.48  0.70      0.80  0.66  0.00  0.96  0.00  0.00  1.29  1.01  0.00  0.00  0.00  1.34  0.00  0.00  0.99  0.53  0.00  0.00  0.64  0.00     0 0 0 1 1 1 0 1 1 1 0 0 0 1 1 0 0 1 1 1      0.09  0.01  0.07  0.01  0.02  0.10  0.00  0.16  0.00  0.25  0.00  0.00  0.05  0.00  0.00  0.00  0.15  0.04  0.00  0.04
    3  1  0.5711    7    6.47  0.072  2.608    0.58  0.56  2.08  0.91  1.55  2.89  0.69  0.70  0.41  1.51  2.25  0.59  1.05  1.13  2.24  1.22  0.76  0.51  1.23  0.75      0.48  0.00  1.54  0.91  0.51  0.83  0.00  0.00  0.00  1.21  0.78  0.00  0.79  0.00  1.24  0.79  0.57  0.00  0.00  0.00     0 0 0 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0      0.00  0.00  0.10  0.00  0.13  0.00  0.18  0.00  0.00  0.02  0.00  0.00  0.23  0.00  0.00  0.00  0.15  0.20  0.00  0.00
    4  1  0.3978   10    7.26  0.041  3.217    0.90  0.42  0.34  1.06  0.44  0.45  0.33  0.27  0.59  0.26  2.21  0.44  1.40  1.54  1.09  1.62  0.57  1.17  0.55  1.60      0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.55  0.00  1.29  0.00  0.92  1.30  0.35  0.66  0.00  0.84     0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0      0.00  0.06  0.08  0.07  0.00  0.00  0.00  0.00  0.00  0.10  0.00  0.00  0.08  0.16  0.09  0.16  0.00  0.14  0.05  0.00
    5  0  0.3854   11   10.35  0.047  3.274    0.28  1.21  0.52  0.61  0.47  0.81  1.72  1.63  0.83  1.93  0.93  1.57  0.37  0.12  1.00  0.77  2.87  2.78  1.31  0.59      0.00  0.00  0.00  0.00  0.00  0.00  1.09  0.78  0.00  1.34  0.00  1.42  0.00  0.00  0.00  0.00  1.17  0.65  0.80  0.39     0 0 1 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0      0.00  0.00  0.00  0.00  0.06  0.12  0.00  0.10  0.14  0.13  0.00  0.05  0.05  0.00  0.00  0.10  0.04  0.17  0.00  0.03
    6  1  0.6010    9   23.28  0.100  2.625    2.39  0.61  2.22  5.05  1.06  0.73  0.49  1.05  0.77  2.17  0.36  0.82  0.47  0.89  0.91  0.60  1.55  0.83  0.72  2.06      2.08  0.00  0.00  1.89  0.00  0.00  0.40  0.00  0.00  1.32  0.00  0.51  0.00  0.00  0.66  0.00  1.23  0.00  0.00  1.05     0 0 0 1 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0      0.00  0.15  0.01  0.00  0.05  0.00  0.03  0.00  0.00  0.20  0.24  0.03  0.00  0.00  0.26  0.00  0.00  0.02  0.00  0.00
    7  0  0.4319   14   31.87  0.169  2.088    2.38  0.87  1.15  1.72  1.17  1.93  0.62  1.54  0.42  0.46  2.65  1.60  3.24  3.67  0.40  0.88  0.62  1.31  0.29  0.17      1.41  0.00  0.00  0.86  0.66  1.12  0.00  1.07  0.00  0.00  1.75  0.55  1.23  0.00  0.00  0.00  0.00  0.59  0.00  0.00     1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0      0.01  0.00  0.02  0.01  0.03  0.00  0.00  0.00  0.01  0.02  0.05  0.07  0.01  0.00  0.04  0.65  0.02  0.00  0.03  0.04
    8  0  0.5208    9   23.78  0.113  2.671    0.49  0.66  0.72  0.99  0.41  0.26  0.68  0.56  4.18  6.06  2.00  3.31  0.96  0.79  0.49  0.44  1.15  2.88  1.64  1.63      0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  1.29  5.36  1.27  1.24  0.68  0.00  0.00  0.00  0.59  2.84  1.14  1.28     0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 1      0.10  0.00  0.08  0.09  0.00  0.00  0.00  0.00  0.11  0.01  0.00  0.00  0.00  0.06  0.00  0.08  0.08  0.40  0.00  0.00
    9  1  0.5463   11   14.52  0.087  2.984    0.85  2.25  0.84  0.95  2.33  3.16  0.88  1.09  4.49  1.95  1.84  0.39  1.09  1.42  1.25  1.50  0.42  0.79  2.25  2.50      0.00  0.00  0.00  0.82  1.06  1.18  0.00  0.48  3.53  1.03  1.04  0.00  0.39  1.15  0.00  0.00  0.00  0.72  1.71  0.00     0 0 0 0 0 1 1 1 0 1 1 0 1 0 0 0 0 0 0 0      0.13  0.00  0.04  0.03  0.33  0.00  0.00  0.00  0.02  0.00  0.00  0.04  0.03  0.00  0.00  0.08  0.13  0.00  0.07  0.10
   10  1  0.4368    9   24.01  0.169  2.157    0.17  0.52  0.52  2.60  0.85  0.48  1.31  1.02  1.82  0.86  0.98  1.37  1.15  0.69  1.11  0.97  0.52  0.52  2.95  0.93      0.00  0.00  0.00  2.56  0.41  0.00  0.00  0.93  0.00  0.58  0.68  1.04  0.57  0.00  0.46  0.00  0.00  0.00  2.93  0.00     0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0      0.00  0.00  0.00  0.01  0.10  0.00  0.00  0.09  0.02  0.00  0.00  0.03  0.04  0.00  0.55  0.00  0.02  0.00  0.14  0.00
   11  0  0.4168   11   18.60  0.115  2.615    1.01  0.51  1.26  0.80  1.22  1.11  1.32  0.31  0.99  0.55  1.24  1.16  0.29  0.33  0.96  1.37  1.03  6.20  2.31  5.88      0.80  0.00  0.00  0.00  0.00  0.00  0.87  0.00  0.94  0.00  0.52  0.34  0.00  0.00  0.00  1.13  0.00  5.73  0.80  3.78     0 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1      0.05  0.01  0.00  0.21  0.13  0.00  0.00  0.04  0.02  0.10  0.00  0.02  0.00  0.01  0.00  0.38  0.00  0.04  0.00  0.00
   12  0  0.5926   10   20.51  0.086  2.924    0.33  2.79  0.89  1.31  2.41  0.89  1.44  0.62  2.18  0.54  3.79  3.07  2.24  1.24  0.60  0.42  0.49  0.64  0.77  1.54      0.00  2.29  0.00  0.56  1.16  0.00  0.00  0.51  0.00  0.00  3.32  0.00  0.70  0.91  0.00  0.00  0.58  0.00  0.00  0.63     0 1 0 0 0 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0      0.11  0.00  0.12  0.00  0.07  0.00  0.32  0.00  0.09  0.04  0.04  0.15  0.00  0.00  0.04  0.00  0.00  0.00  0.00  0.02
   13  0  0.4108   11   15.40  0.099  2.789    0.95  0.71  0.56  0.88  0.71  0.57  1.75  0.36  1.16  0.65  0.91  0.99  1.14  1.63  3.43  2.24  1.00  0.79  0.51  1.06      0.00  0.52  0.00  0.62  0.00  0.00  0.81  0.00  0.73  0.61  0.00  0.00  0.00  0.91  2.76  1.74  0.96  0.00  0.00  0.00     0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0      0.00  0.00  0.19  0.00  0.00  0.00  0.00  0.02  0.00  0.14  0.00  0.02  0.00  0.34  0.04  0.05  0.07  0.10  0.04  0.00
